lang,rare_mode,phoneme_id,phoneme,phoneme_len,target,predict,probabilities,phoneme_loss
ger_n,drop,2160,m e t r o p o l e,9,4,4,0.970938861370087,0.042547818273306
ger_n,drop,296,b a e r,4,2,1,0.012660751119256,6.3034930229187
ger_n,drop,3141,s c h w a n,6,5,5,0.405238926410675,1.30315554141998
ger_n,drop,1085,h a n t e l,6,4,4,0.933107972145081,0.099884085357189
ger_n,drop,1613,k n o l l e,6,4,4,0.981732904911041,0.026597460731864
ger_n,drop,439,b r a n n t w e i n,10,1,1,0.815981805324554,0.29339137673378
ger_n,drop,1660,k o m m e r z,7,8,1,0.151914864778519,2.71866536140442
ger_n,drop,294,b a n n e r,6,1,1,0.851928293704987,0.231196269392967
ger_n,drop,1532,k i m o n o,6,7,7,0.838532090187073,0.254062414169311
ger_n,drop,202,a e s c h e r,7,1,1,0.900623023509979,0.151004895567894
ger_n,drop,3233,s o l d,4,1,1,0.384243577718735,1.37990725040436
ger_n,drop,425,b o u r g e o i s i e,11,4,4,0.593763172626495,0.752040207386017
ger_n,drop,3555,t r a m,4,14,4,0.080263666808605,3.63910913467407
ger_n,drop,332,b e c k e n,6,1,1,0.855567872524262,0.22504548728466
ger_n,drop,313,b a s a l t,6,1,1,0.468477308750153,1.09394896030426
ger_n,drop,2217,m o l k e,5,4,4,0.98116010427475,0.027439488098025
ger_n,drop,1087,h a r e m,5,7,1,0.208390891551971,2.2626359462738
ger_n,drop,2403,o c h s e,5,2,4,0.383480340242386,1.38277554512024
ger_n,drop,1310,j e t o n,5,7,7,0.439274579286575,1.18680512905121
ger_n,drop,2655,p l e n u m,6,8,9,0.17776820063591,2.49193096160889
ger_n,drop,1857,l a u g e,5,4,4,0.980374395847321,0.028595210984349
ger_n,drop,3884,z o b e r,5,1,1,0.792143821716309,0.336165547370911
ger_n,drop,147,a n t h r o p o g e n i e,13,4,4,0.77419114112854,0.369238495826721
ger_n,drop,1392,k a m m e r,6,4,4,0.823855817317963,0.279536455869675
ger_n,drop,1906,l i e b,4,8,1,0.10097848623991,3.30787992477417
ger_n,drop,2325,n a s e,4,4,4,0.973899483680725,0.038155380636454
ger_n,drop,1739,k r e d o,5,7,7,0.658619999885559,0.60248202085495
ger_n,drop,1486,k a u t e r,6,1,1,0.886461496353149,0.173870325088501
ger_n,drop,1391,k a m m,4,5,1,0.172192335128784,2.53790736198425
ger_n,drop,936,g e s c h l e c h t,10,15,1,0.022788563743234,5.45554637908936
ger_n,drop,1287,i o n,3,11,7,0.01792411878705,5.80195379257202
ger_n,drop,926,g e o g r a p h i e,10,3,4,0.26933029294014,1.89255142211914
ger_n,drop,3094,s c h n u r r e,8,4,4,0.708181202411652,0.497809290885925
ger_n,drop,3048,s c h l a u c h,8,5,1,0.339302390813828,1.55935633182526
ger_n,drop,995,g o t e,4,4,4,0.981171369552612,0.027422977611423
ger_n,drop,3877,z i n k e,5,4,4,0.98384952545166,0.023490078747273
ger_n,drop,67,a l k a z a r,7,1,1,0.600854456424713,0.73491245508194
ger_n,drop,896,g e h a b e n,7,8,1,0.185971304774284,2.42684817314148
ger_n,drop,3506,t h o n,4,7,5,0.169331982731819,2.56207370758057
ger_n,drop,634,e i n h a l t,7,8,1,0.146278768777847,2.77320790290833
ger_n,drop,3527,t o l l e,5,4,4,0.983644545078278,0.023791391402483
ger_n,drop,784,f l e g e l,6,1,1,0.880368113517761,0.183821246027947
ger_n,drop,346,b e i z e,5,4,4,0.978716909885406,0.031036676838994
ger_n,drop,1640,k o l a,4,3,10,0.2121442258358,2.23688268661499
ger_n,drop,2509,p a s s i v,6,1,1,0.552201151847839,0.856734335422516
ger_n,drop,2832,r e k l a m e,7,4,4,0.971201717853546,0.042157076299191
ger_n,drop,2663,p n e u,4,7,7,0.45067086815834,1.14985394477844
ger_n,drop,1848,l a t s c h e,7,4,4,0.982935130596161,0.024832230061293
ger_n,drop,3490,t e r r a k o t t a,10,10,3,0.279997646808624,1.83651292324066
ger_n,drop,2776,r a p p e,5,2,4,0.431538343429565,1.21243917942047
ger_n,drop,1162,h i r s e,5,3,4,0.013087223283947,6.25569677352905
ger_n,drop,884,g e b u r t,6,4,4,0.575785577297211,0.796396255493164
ger_n,drop,1165,h i t z e,5,3,4,0.006416778080165,7.28393507003784
ger_n,drop,431,b r a c h s e,7,4,4,0.974112272262573,0.037840310484171
ger_n,drop,1469,k a s t e n,6,6,1,0.017483623698354,5.83785200119019
ger_n,drop,2736,p u t s c h,6,1,1,0.620203912258148,0.689185380935669
ger_n,drop,1395,k a n a i l l e,8,4,4,0.96255099773407,0.055065404623747
ger_n,drop,50,a k t i o n,6,4,4,0.902461767196655,0.14806193113327
ger_n,drop,1624,k o e c h e r,7,1,1,0.917168736457825,0.124741077423096
ger_n,drop,981,g l u e c k,6,1,1,0.398838669061661,1.32612276077271
ger_n,drop,773,f l a d e n,6,1,1,0.746548652648926,0.421691834926605
ger_n,drop,3504,t h e s i s,6,10,3,0.152016118168831,2.7177038192749
ger_n,drop,2858,r i e s e,5,2,4,0.271283984184265,1.88212442398071
ger_n,drop,945,g e s t a d e,7,1,7,0.134160950779915,2.89796328544617
ger_n,drop,30,a g a v e,5,4,4,0.964793026447296,0.051708303391934
ger_n,drop,2985,s c h a n k,6,5,1,0.342196583747864,1.54710292816162
ger_n,drop,685,e s t r a g o n,8,8,7,0.197281733155251,2.34167075157166
ger_n,drop,2529,p a t s c h,6,1,1,0.605659902095795,0.723420262336731
ger_n,drop,756,f i l t e r,6,1,1,0.896378517150879,0.157820224761963
ger_n,drop,2668,p o i n t,5,7,1,0.081454791128635,3.61785650253296
ger_n,drop,3060,s c h l i p s,7,1,1,0.68830007314682,0.538890421390533
ger_n,drop,727,f e g e f e u e r,9,8,1,0.067396581172943,3.89118099212646
ger_n,drop,3614,t u m b a,5,10,10,0.45399871468544,1.13923990726471
ger_n,drop,533,d a r m,4,5,1,0.152835309505463,2.70994997024536
ger_n,drop,3474,t e i l k a s k o,9,7,7,0.824151337146759,0.279019147157669
ger_n,drop,373,b i n s e,5,4,4,0.974814116954803,0.036800846457481
ger_n,drop,3157,s e g e l,5,1,1,0.898946642875671,0.153692632913589
ger_n,drop,3646,u n f l a t,6,8,1,0.109574280679226,3.19001889228821
ger_n,drop,2770,r a n d,4,12,5,0.036127556115389,4.7907567024231
ger_n,drop,2746,q u e c k e,6,4,4,0.98261433839798,0.025302775204182
ger_n,drop,3586,t r o p f,5,5,5,0.610107004642487,0.712866008281708
ger_n,drop,1099,h a s a r d,6,8,1,0.090251468122006,3.46990609169006
ger_n,drop,1360,k a f t a n,6,1,1,0.415862292051315,1.26582217216492
ger_n,drop,1519,k e t t e,5,4,4,0.980274200439453,0.028743116185069
ger_n,drop,66,a l k a l i,6,11,7,0.014747167006135,6.08341836929321
ger_n,drop,1123,h e i m k u n f t,9,3,13,0.160334423184395,2.64084386825562
ger_n,drop,1685,k o n t o,5,9,7,0.014205648563802,6.13739156723022
ger_n,drop,721,f a s s,4,12,1,0.058495953679085,4.09551906585693
ger_n,drop,2426,o p t i k,5,4,3,0.252862602472305,1.98357462882996
ger_n,drop,1746,k r e m p e l,7,8,1,0.047948017716408,4.38238525390625
ger_n,drop,2870,r i s t,4,1,1,0.668967068195343,0.579992890357971
ger_n,drop,2146,m e s o d e r m,8,1,1,0.681544244289398,0.553120970726013
ger_n,drop,1815,l a c h s,5,1,1,0.501388430595398,0.995999336242676
ger_n,drop,2045,m a r a b u,6,7,7,0.362884998321533,1.46241557598114
ger_n,drop,299,b a r b i e r,7,1,1,0.820931196212769,0.284667044878006
ger_n,drop,377,b i r n e,5,4,4,0.985145568847656,0.021591389551759
ger_n,drop,3059,s c h l i f f,7,1,1,0.525503039360046,0.928228855133056
ger_n,drop,1042,g u m m i,5,7,7,0.364087373018265,1.45764338970184
ger_n,drop,1575,k l e t z e,6,4,4,0.985256731510162,0.021428350359202
ger_n,drop,2382,n u,2,3,7,0.018514513969421,5.75519943237305
ger_n,drop,2571,p f e i l e r,7,1,1,0.93510115146637,0.096805594861508
ger_n,drop,3339,s t e p p e,6,4,4,0.970867991447449,0.042653072625399
ger_n,drop,732,f e i n d,5,1,1,0.793587565422058,0.333538323640823
ger_n,drop,1069,h a l l e,5,4,4,0.486192613840103,1.04040038585663
ger_n,drop,746,f e t u s,5,0,0,0.247944265604019,2.01191210746765
ger_n,drop,1653,k o m a,4,7,14,0.027081517502666,5.20654773712158
ger_n,drop,3444,t a n t e,5,4,4,0.979801058769226,0.029439302161336
ger_n,drop,3341,s t e r l i n g,8,1,1,0.888235032558441,0.170986518263817
ger_n,drop,1993,m a c k e r,6,1,1,0.902437150478363,0.148101821541786
ger_n,drop,844,f u t t e r,6,8,1,0.099817328155041,3.32456588745117
ger_n,drop,3774,w e s p e,5,4,4,0.97786957025528,0.032285958528519
ger_n,drop,1562,k l a u s e l,7,4,4,0.917369842529297,0.124424628913403
ger_n,drop,1152,h i e r a r c h i e,10,4,4,0.746241748332977,0.422284811735153
ger_n,drop,1717,k o t,3,1,1,0.472327709197998,1.08214032649994
ger_n,drop,120,a n e m o n e,7,4,4,0.982699036598206,0.025178259238601
ger_n,drop,2505,p a s s,4,5,5,0.428810983896256,1.22158658504486
ger_n,drop,3828,x e n o n,5,8,8,0.287511438131332,1.79830873012543
ger_n,drop,2996,s c h a u e r,7,1,1,0.861525356769562,0.21503472328186
ger_n,drop,852,g a l l e,5,4,4,0.98181813955307,0.026472257450223
ger_n,drop,2437,o r n a m e n t,8,1,1,0.665341675281525,0.587832570075989
ger_n,drop,767,f i r n,4,1,1,0.799836158752441,0.32222393155098
ger_n,drop,1928,l i t e r a t,7,2,1,0.066599950194359,3.90833520889282
ger_n,drop,1933,l o c h,4,12,1,0.117613524198532,3.08787417411804
ger_n,drop,1216,h u n d s f o t t,9,1,1,0.614222407341003,0.703166902065277
ger_n,drop,988,g n o m,4,2,8,0.025129783898592,5.31445789337158
ger_n,drop,1214,h u m u s,5,3,3,0.395923972129822,1.33670485019684
ger_n,drop,3172,s e n f,4,1,1,0.522606611251831,0.936202704906464
ger_n,drop,348,b e r g,4,1,1,0.776634275913239,0.364692658185959
ger_n,drop,3706,w a a g e,5,4,4,0.952038884162903,0.070907756686211
ger_n,drop,3400,s t u l p e,6,4,4,0.977927148342133,0.03220134228468
ger_n,drop,1724,k r a g e,5,4,2,0.43764516711235,1.19216620922089
ger_n,drop,3354,s t i p p v i s i t e,11,4,4,0.960523843765259,0.058106746524572
ger_n,drop,1726,k r a e h e,6,4,4,0.978578507900238,0.031240304931998
ger_n,drop,3592,t r o t z,5,8,5,0.146985873579979,2.76625037193298
ger_n,drop,832,f u c h s,5,5,5,0.215991899371147,2.21095085144043
ger_n,drop,3177,s e n s o r,6,11,1,0.256520211696625,1.96285545825958
ger_n,drop,591,d r e c k,5,8,1,0.10413870215416,3.26342177391052
ger_n,drop,144,a n t e,4,4,4,0.513934314250946,0.960343897342682
ger_n,drop,2190,m i r a b e l l e,9,4,4,0.976800799369812,0.033863384276629
ger_n,drop,3852,z e h,3,11,1,0.024617936462164,5.34414625167847
ger_n,drop,228,a u e r o c h s e,9,2,4,0.192182585597038,2.37945008277893
ger_n,drop,3775,w e s t,4,1,1,0.622087061405182,0.684811532497406
ger_n,drop,21,a d e r,4,4,4,0.769485294818878,0.378034025430679
ger_n,drop,754,f i e d e r,6,4,4,0.795228242874146,0.330558896064758
ger_n,drop,2427,o p u s,4,10,3,0.174799308180809,2.51622867584229
ger_n,drop,256,b a c h e,5,4,2,0.302522599697113,1.72488486766815
ger_n,drop,463,b r u d e r,6,6,1,0.009009424597025,6.794349193573
ger_n,drop,723,f a u s t,5,13,1,0.081207439303398,3.62224411964416
ger_n,drop,2429,o r c h i d e e,8,4,4,0.962199807167053,0.05559167265892
ger_n,drop,1320,j o u r n a l,7,1,1,0.591172993183136,0.758347511291504
ger_n,drop,2259,m o s t r i c h,8,8,1,0.077122613787651,3.69670248031616
ger_n,drop,1489,k a u z,4,5,5,0.372037500143051,1.42648017406464
ger_n,drop,3713,w a c k e,5,4,4,0.979279279708862,0.030207719653845
ger_n,drop,671,e r g e b e n h e i t,11,3,4,0.148817375302315,2.74838519096375
ger_n,drop,822,f r e u d e,6,4,4,0.984832346439362,0.022050239145756
ger_n,drop,3381,s t r o b e l,7,1,1,0.751932322978973,0.411325067281723
ger_n,drop,1546,k i t s c h,6,8,1,0.06802175194025,3.87785983085632
ger_n,drop,3307,s p u r t,5,1,1,0.665948927402496,0.586516916751862
ger_n,drop,1899,l e x e m,5,1,1,0.485915958881378,1.04122114181519
ger_n,drop,2,a a r,3,1,1,0.543532490730285,0.879561901092529
ger_n,drop,3183,s e x,3,8,1,0.12727777659893,2.97394728660583
ger_n,drop,1446,k a r r i e r e,8,4,4,0.926668882369995,0.109874211251736
ger_n,drop,2728,p u n c h,5,7,1,0.038934417068958,4.68281030654907
ger_n,drop,954,g e w i r r,6,8,1,0.091736674308777,3.4463574886322
ger_n,drop,733,f e l d,4,15,1,0.107692085206509,3.21501588821411
ger_n,drop,3793,w i p f e l,6,1,1,0.90245771408081,0.148068800568581
ger_n,drop,1893,l e t t e r,6,4,1,0.005392323248088,7.53487682342529
ger_n,drop,208,a s t,3,5,1,0.278949588537216,1.84192383289337
ger_n,drop,1581,k l i n g e,6,4,4,0.985393464565277,0.021228162571788
ger_n,drop,261,b a e d e k e r,8,1,1,0.911023139953613,0.134440213441849
ger_n,drop,1070,h a l m,4,1,1,0.403359532356262,1.30986142158508
ger_n,drop,1527,k i e l,4,1,1,0.910339176654816,0.135523706674576
ger_n,drop,2732,p u p,3,1,1,0.390671759843826,1.35597133636475
ger_n,drop,2114,m e i l e r,6,1,1,0.918023824691772,0.123396173119545
ger_n,drop,2054,m a r g e,5,4,4,0.980014801025391,0.029124917462468
ger_n,drop,1723,k r a f t,5,13,1,0.002134169451892,8.87210845947266
ger_n,drop,3787,w i e s e l,6,1,1,0.916012585163116,0.126560658216476
ger_n,drop,3856,z e i s i g,6,1,1,0.880622565746307,0.183404356241226
ger_n,drop,1972,l u n a,4,3,10,0.078198380768299,3.67671728134155
ger_n,drop,3800,w i t w e,5,4,4,0.968924045562744,0.045544445514679
ger_n,drop,145,a n t e n n e,7,4,4,0.981283247470856,0.0272585619241
ger_n,drop,3127,s c h u p p e,7,4,4,0.978628396987915,0.031166695058346
ger_n,drop,2433,o r g i e,5,4,4,0.749369919300079,0.416250288486481
ger_n,drop,1658,k o m m a,5,7,7,0.456551015377045,1.13115227222443
ger_n,drop,3489,t e r r a i n,7,7,1,0.090189315378666,3.47089958190918
ger_n,drop,3895,z u c k e r,6,1,1,0.9066321849823,0.141411006450653
ger_n,drop,1115,h e e r,4,1,1,0.870815932750702,0.199560403823853
ger_n,drop,2977,s c h a l k,6,1,1,0.55033415555954,0.861620366573334
ger_n,drop,1026,g r i p p e,6,4,4,0.974755883216858,0.036886837333441
ger_n,drop,2058,m a r i n e,6,3,4,0.012416111305356,6.33164215087891
ger_n,drop,2834,r e l i n g,6,14,4,0.002773344051093,8.4941577911377
ger_n,drop,317,b a s s i n,6,7,1,0.076711192727089,3.70441889762878
ger_n,drop,2946,s a m m e t,6,1,1,0.406331032514572,1.29927253723145
ger_n,drop,58,a l b i n o,6,7,7,0.821279168128967,0.284055471420288
ger_n,drop,2386,n u g a t,5,7,1,0.109526433050632,3.19064903259277
ger_n,drop,3782,w i d d e r,6,1,1,0.901957035064697,0.148869559168816
ger_n,drop,5,a b e n d,5,1,1,0.638973891735077,0.646171152591705
ger_n,drop,1673,k o n g r e s s,8,1,1,0.802077531814575,0.318186461925507
ger_n,drop,24,a d r e s s e,7,4,4,0.980796694755554,0.027974009513855
ger_n,drop,2674,p o m p,4,8,1,0.154887795448303,2.69070434570312
ger_n,drop,2096,m a t s c h,6,1,1,0.529466927051544,0.917387783527374
ger_n,drop,1757,k r o k u s,6,0,3,0.211617946624756,2.24046587944031
ger_n,drop,2197,m i s t e l,6,4,4,0.926381647586822,0.110321365296841
ger_n,drop,203,a s p a r a g u s,9,0,3,0.199445366859436,2.32593441009521
ger_n,drop,2371,n o r m,4,4,4,0.758837997913361,0.398136049509048
ger_n,drop,2530,p a t t e,5,4,4,0.978062927722931,0.032001156359911
ger_n,drop,3222,s l u m,4,7,5,0.092036701738834,3.44164657592773
ger_n,drop,282,b a l l o t,6,7,1,0.111935541033745,3.15925979614258
ger_n,drop,2150,m e s t i z e,7,2,4,0.353261590003967,1.50119113922119
ger_n,drop,3777,w e t t e r,6,8,1,0.08048789948225,3.63508415222168
ger_n,drop,1415,k a p i t a l,7,1,1,0.840718388557434,0.250305622816086
ger_n,drop,328,b a z i l l e,7,4,4,0.95704972743988,0.063334330916405
ger_n,drop,853,g a l l o n e,7,4,4,0.984814763069153,0.02207569219172
ger_n,drop,3536,t o p i n a m b u r,10,7,1,0.064734257757664,3.94932675361633
ger_n,drop,3097,s c h o p f,6,5,5,0.544480621814728,0.877047538757324
ger_n,drop,1233,h y m n e,5,4,4,0.980234324932098,0.028801590204239
ger_n,drop,1324,j u g e n d,6,3,4,0.125570937991142,2.9934253692627
ger_n,drop,44,a k e l e i,6,4,4,0.650465726852417,0.620454907417297
ger_n,drop,392,b l u s e,5,4,4,0.958529591560364,0.061105433851481
ger_n,drop,2756,r a b e,4,2,2,0.533658862113953,0.906010448932648
ger_n,drop,1813,l a b s k a u s,8,3,3,0.316649913787842,1.65903925895691
ger_n,drop,3011,s c h e l m,6,1,1,0.568213582038879,0.81549459695816
ger_n,drop,738,f e m e,4,4,4,0.97654640674591,0.034239683300257
ger_n,drop,3883,z o b e l,5,1,1,0.721720278263092,0.470488458871841
ger_n,drop,2143,m e r k,4,1,1,0.594747543334961,0.749650716781616
ger_n,drop,603,d u n g,4,8,5,0.126192823052406,2.98629856109619
ger_n,drop,1316,j o k e r,5,1,1,0.868465483188629,0.203459605574608
ger_n,drop,982,g l u c k e,6,4,4,0.981577336788178,0.026825852692127
ger_n,drop,3792,w i n t e r,6,1,1,0.89540421962738,0.159388706088066
ger_n,drop,3262,s p e i c h e,7,4,4,0.977226614952087,0.033234614878893
ger_n,drop,1963,l u f t i k u s,8,0,3,0.237273767590523,2.0753755569458
ger_n,drop,877,g a u,3,1,7,0.191552370786667,2.38418936729431
ger_n,drop,2992,s c h a r r e n,8,1,1,0.771307766437531,0.374621540307999
ger_n,drop,2632,p i o n i e r,7,1,1,0.887616991996765,0.171990901231766
ger_n,drop,850,g a l e r i e,7,4,4,0.863893747329712,0.211074307560921
ger_n,drop,1464,k a s s e r o l l e,10,4,4,0.97704017162323,0.033510476350784
ger_n,drop,2540,p e i t s c h e,8,4,4,0.976707875728607,0.034000970423222
ger_n,drop,3204,s i r e,4,7,2,0.178103551268578,2.48921179771423
ger_n,drop,3859,z e l l e,5,4,4,0.982711493968964,0.025160374119878
ger_n,drop,1630,k o h l,4,1,1,0.390442311763763,1.35681891441345
ger_n,drop,486,b u l l e,5,2,4,0.006583258509636,7.24698209762573
ger_n,drop,2962,s c h a b e r n a c k,11,1,1,0.537747740745544,0.894998729228973
ger_n,drop,526,d a h l i e,6,4,4,0.789515674114227,0.340960413217545
ger_n,drop,2082,m a s k e,5,4,4,0.977454900741577,0.032898217439652
ger_n,drop,1350,k a c h e l,6,4,4,0.928275346755981,0.107374958693981
ger_n,drop,2118,m e i s s e l,7,1,1,0.930284082889557,0.104256570339203
ger_n,drop,3498,t h e i n,5,8,1,0.191269338130951,2.38632249832153
ger_n,drop,1681,k o n t e r f e i,9,1,1,0.559247076511383,0.838442265987396
ger_n,drop,606,d u s e l,5,8,1,0.050579696893692,4.3052978515625
ger_n,drop,3915,z w i t t e r,7,1,1,0.897048652172089,0.156741544604301
ger_n,drop,3113,s c h r e i n,7,1,1,0.845580041408539,0.241986468434334
ger_n,drop,3270,s p h i n x,6,0,3,0.118285797536373,3.07965135574341
ger_n,drop,1177,h o l o g r a p h i e,11,4,4,0.661098837852478,0.597061812877655
ger_n,drop,3868,z i e l,4,1,1,0.868444085121155,0.203495368361473
ger_n,drop,1371,k a l b,4,12,1,0.110896788537502,3.17271041870117
ger_n,drop,25,a d v a n t a g e,9,7,2,0.040566623210907,4.62356281280518
ger_n,drop,2238,m o o r,4,1,1,0.447308123111725,1.1606593132019
ger_n,drop,2562,p f a f f e,6,2,2,0.641563892364502,0.640335083007813
ger_n,drop,813,f o r u m,5,9,8,0.225634500384331,2.14794039726257
ger_n,drop,3671,v a s a l l,6,2,5,0.007501292508096,7.05864524841309
ger_n,drop,2475,p a p p e l,6,4,4,0.862963795661926,0.212628334760666
ger_n,drop,166,a p p l a u s,7,1,3,0.115977078676224,3.10808825492859
ger_n,drop,2169,m i k r o f o n,8,1,7,0.24455688893795,2.03175783157349
ger_n,drop,1507,k e l l n e r,7,1,1,0.933832824230194,0.098764128983021
ger_n,drop,1684,k o n t i n g e n t,10,1,1,0.756198883056641,0.40316241979599
ger_n,drop,1118,h e g e r,5,1,1,0.871393859386444,0.198602810502052
ger_n,drop,3771,w e r t,4,1,1,0.702852547168732,0.508706092834473
ger_n,drop,93,a l v e o l a r,8,1,1,0.380284011363983,1.39485085010529
ger_n,drop,2483,p a r a n o i k e r,10,1,1,0.880865216255188,0.18300673365593
ger_n,drop,2778,r a p s,4,1,1,0.328189015388489,1.60740113258362
ger_n,drop,1784,k u m p a n,6,1,1,0.480232328176498,1.05819547176361
ger_n,drop,158,a o r i s t,6,1,1,0.697364151477814,0.520016014575958
ger_n,drop,2159,m e t r o n o m,8,1,8,0.18608520925045,2.42596459388733
ger_n,drop,1871,l e h e n,5,1,1,0.768534421920776,0.379818171262741
ger_n,drop,1086,h a p p e n,6,1,1,0.812511205673218,0.299540102481842
ger_n,drop,964,g i g a n t,6,2,1,0.105897955596447,3.239253282547
ger_n,drop,2137,m e n s c h,6,2,1,0.009872595779598,6.66235542297363
ger_n,drop,1977,l u p e,4,4,4,0.977652907371521,0.032605845481157
ger_n,drop,1192,h o r n i s s e,8,4,4,0.97146612405777,0.04176426678896
ger_n,drop,3058,s c h l i e r e,8,4,4,0.959923446178436,0.059008624404669
ger_n,drop,2383,n u a n c e,6,4,4,0.98229593038559,0.02577056735754
ger_n,drop,1992,m a c k e,5,4,4,0.979604065418243,0.02972960844636
ger_n,drop,3857,z e i t,4,4,4,0.805269598960876,0.312456011772156
ger_n,drop,1104,h a u b e,5,4,4,0.973386526107788,0.038915544748306
ger_n,drop,2086,m a s t,4,4,1,0.001643406925723,9.24909496307373
ger_n,drop,2467,p a n n e,5,4,4,0.984263837337494,0.022883323952556
ger_n,drop,1221,h u r e,4,4,4,0.985609352588654,0.020912401378155
ger_n,drop,2043,m a p p e,5,4,4,0.96906179189682,0.045339442789555
ger_n,drop,908,g e l a t i n e,8,3,4,0.009256228804588,6.7553596496582
ger_n,drop,3726,w a l h a l l,7,3,5,0.006374727934599,7.29342079162598
ger_n,drop,1888,l e p r a,5,3,3,0.311199843883514,1.68408679962158
ger_n,drop,2489,p a r k,4,7,1,0.10621852427721,3.23489284515381
ger_n,drop,506,c a f e,4,7,2,0.196289718151093,2.34894347190857
ger_n,drop,180,a r g o t,5,7,1,0.171121403574944,2.54690766334534
ger_n,drop,225,a u d i t o r,7,11,11,0.435445249080658,1.19943654537201
ger_n,drop,2761,r a d a u,5,8,7,0.165930688381195,2.59134745597839
ger_n,drop,3625,t u r m,4,5,1,0.288219541311264,1.79475998878479
ger_n,drop,699,f a c h,4,12,1,0.200580611824989,2.31774592399597
ger_n,drop,400,b o d e n,5,6,1,0.034478560090065,4.85815668106079
ger_n,drop,2543,p e l z,4,1,1,0.709493815898895,0.495138049125671
ger_n,drop,1896,l e u k o p l a s t,10,1,1,0.796189248561859,0.328816384077072
ger_n,drop,3811,w o r t,4,1,1,0.732913315296173,0.448285162448883
ger_n,drop,3429,t a k t,4,1,1,0.661743581295013,0.595656037330627
ger_n,drop,3137,s c h w a d e n,8,1,1,0.752886295318604,0.409495860338211
ger_n,drop,3007,s c h e k e l,7,1,1,0.922473609447479,0.116420559585094
ger_n,drop,1990,m a a t,4,1,1,0.411109894514084,1.28240370750427
ger_n,drop,321,b a t z e n,6,1,1,0.811612367630005,0.3011374771595
ger_n,drop,2541,p e l i k a n,7,1,1,0.672858834266663,0.571624219417572
ger_n,drop,1246,i g e l,4,1,1,0.883747398853302,0.178293719887733
ger_n,drop,3331,s t e i n,5,1,1,0.839521646499634,0.252360463142395
ger_n,drop,3128,s c h u p p e n,8,1,1,0.725353121757507,0.463244557380676
ger_n,drop,1159,h i p p o d r o m,9,1,1,0.426986902952194,1.22773635387421
ger_n,drop,39,a h o r n,5,1,1,0.542403936386108,0.88256025314331
ger_n,drop,2686,p o s t e n,6,1,1,0.885478138923645,0.175471141934395
ger_n,drop,3437,t a m p e n,6,1,1,0.854362070560455,0.227080389857292
ger_n,drop,998,g o e t z e,6,2,2,0.565756261348724,0.821747541427612
ger_n,drop,549,d e m o k r a t i e,10,4,4,0.822269439697266,0.282317072153091
ger_n,drop,1305,j a u s e,5,4,4,0.942383646965027,0.085613653063774
ger_n,drop,1093,h a r m o n i e,8,4,4,0.830124080181122,0.26860111951828
ger_n,drop,750,f i b e l,5,4,4,0.958807170391083,0.06068717315793
ger_n,drop,3148,s c h w e l l e,8,4,4,0.980430662631988,0.028512658551335
ger_n,drop,3544,t o r t e,5,4,4,0.981208324432373,0.027368631213904
ger_n,drop,340,b e i g e,5,4,1,0.031118808314204,5.00606918334961
ger_n,drop,1110,h a v a r i e,7,4,4,0.66792905330658,0.582233488559723
ger_n,drop,2863,r i n d e,5,4,1,0.088819496333599,3.49297952651978
ger_n,drop,867,g a r d e r o b e,9,4,4,0.965890467166901,0.050068277865648
