lang,rare_mode,phoneme_id,phoneme,phoneme_len,target,predict,probabilities,phoneme_loss
ger_n,drop,1933,l o c h,4,12,1,0.104829289019108,3.25388622283936
ger_n,drop,1445,k a r r e n,6,1,1,0.627889096736908,0.671418190002441
ger_n,drop,1177,h o l o g r a p h i e,11,4,3,0.333451122045517,1.58445274829865
ger_n,drop,58,a l b i n o,6,7,7,0.949290871620178,0.075077995657921
ger_n,drop,2325,n a s e,4,4,4,0.983248949050903,0.02437131665647
ger_n,drop,3504,t h e s i s,6,10,3,0.108800105750561,3.20024824142456
ger_n,drop,533,d a r m,4,5,5,0.361789226531982,1.46677839756012
ger_n,drop,2054,m a r g e,5,4,4,0.971673369407654,0.041456762701273
ger_n,drop,1658,k o m m a,5,7,7,0.366657912731171,1.44749331474304
ger_n,drop,3059,s c h l i f f,7,1,1,0.925378620624542,0.111884340643883
ger_n,drop,1489,k a u z,4,5,5,0.602590799331665,0.730749130249023
ger_n,drop,3490,t e r r a k o t t a,10,10,3,0.300521612167358,1.734459400177
ger_n,drop,273,b a l g,4,12,5,0.01302979234606,6.2620415687561
ger_n,drop,1214,h u m u s,5,3,3,0.39046123623848,1.35674870014191
ger_n,drop,2194,m i s s i l e,7,7,7,0.40335488319397,1.3098783493042
ger_n,drop,3671,v a s a l l,6,2,5,0.01077373046428,6.53633832931519
ger_n,drop,65,a l k a l d e,7,2,2,0.513829946517944,0.960637271404266
ger_n,drop,3489,t e r r a i n,7,7,1,0.031423587352038,4.99200773239136
ger_n,drop,1527,k i e l,4,1,1,0.930877089500427,0.103337496519089
ger_n,drop,166,a p p l a u s,7,1,3,0.185226544737816,2.43263721466064
ger_n,drop,2118,m e i s s e l,7,1,1,0.930038750171661,0.104636996984482
ger_n,drop,1519,k e t t e,5,4,4,0.991024374961853,0.013007391244173
ger_n,drop,3474,t e i l k a s k o,9,7,7,0.659033179283142,0.601576745510101
ger_n,drop,981,g l u e c k,6,1,7,0.122388675808907,3.0304582118988
ger_n,drop,2776,r a p p e,5,2,2,0.534773468971252,0.90300041437149
ger_n,drop,3233,s o l d,4,1,1,0.514656007289887,0.958319306373596
ger_n,drop,1717,k o t,3,1,1,0.791380882263184,0.337555855512619
ger_n,drop,2114,m e i l e r,6,1,1,0.909109830856323,0.137473300099373
ger_n,drop,3204,s i r e,4,7,7,0.537980794906616,0.894373059272766
ger_n,drop,2870,r i s t,4,1,1,0.805158317089081,0.312655508518219
ger_n,drop,2571,p f e i l e r,7,1,1,0.966642200946808,0.048946261405945
ger_n,drop,813,f o r u m,5,9,9,0.365485280752182,1.45211446285248
ger_n,drop,1464,k a s s e r o l l e,10,4,4,0.984003126621246,0.023265125229955
ger_n,drop,3177,s e n s o r,6,11,11,0.477654427289963,1.06596088409424
ger_n,drop,2455,p a g i n a,6,14,10,0.075209863483906,3.73293471336365
ger_n,drop,439,b r a n n t w e i n,10,1,1,0.908915281295776,0.13778218626976
ger_n,drop,773,f l a d e n,6,1,1,0.927563309669495,0.108482524752617
ger_n,drop,2732,p u p,3,1,7,0.076507315039635,3.70825815200806
ger_n,drop,767,f i r n,4,1,1,0.935300052165985,0.096498772501946
ger_n,drop,896,g e h a b e n,7,8,1,0.122701741755009,3.02677226066589
ger_n,drop,852,g a l l e,5,4,4,0.982326567173004,0.025725165382028
ger_n,drop,671,e r g e b e n h e i t,11,3,4,0.298459470272064,1.74439322948456
ger_n,drop,1757,k r o k u s,6,0,0,0.281249344348908,1.83007836341858
ger_n,drop,2429,o r c h i d e e,8,4,4,0.984686136245728,0.022264186292887
ger_n,drop,2259,m o s t r i c h,8,8,1,0.096712656319141,3.37015128135681
ger_n,drop,44,a k e l e i,6,4,4,0.893777549266815,0.162012472748756
ger_n,drop,1813,l a b s k a u s,8,3,3,0.262163639068604,1.93146073818207
ger_n,drop,2736,p u t s c h,6,1,1,0.570040225982666,0.810864150524139
ger_n,drop,3307,s p u r t,5,1,1,0.790241420269012,0.339634776115417
ger_n,drop,3884,z o b e r,5,1,1,0.812283515930176,0.29994460940361
ger_n,drop,2217,m o l k e,5,4,4,0.96347987651825,0.053673721849918
ger_n,drop,1287,i o n,3,11,8,0.027148274704814,5.20299577713013
ger_n,drop,1069,h a l l e,5,4,4,0.801669597625732,0.318920493125915
ger_n,drop,131,a n i s,4,0,1,0.236566692590713,2.0796811580658
ger_n,drop,2668,p o i n t,5,7,7,0.622929215431213,0.682859838008881
ger_n,drop,1723,k r a f t,5,13,5,0.003098429879174,8.33424663543701
ger_n,drop,1739,k r e d o,5,7,7,0.6301029920578,0.666340589523315
ger_n,drop,3883,z o b e l,5,1,1,0.869426250457764,0.201864287257194
ger_n,drop,1630,k o h l,4,1,1,0.597405135631561,0.743218541145325
ger_n,drop,1165,h i t z e,5,3,4,0.071537621319294,3.80515384674072
ger_n,drop,3586,t r o p f,5,5,5,0.640934705734253,0.641750514507294
ger_n,drop,203,a s p a r a g u s,9,0,1,0.24794590473175,2.01190280914307
ger_n,drop,1310,j e t o n,5,7,7,0.832633137702942,0.264247208833694
ger_n,drop,945,g e s t a d e,7,1,2,0.115575805306435,3.11308884620666
ger_n,drop,850,g a l e r i e,7,4,4,0.889826595783233,0.168404027819633
ger_n,drop,2530,p a t t e,5,4,4,0.985747277736664,0.020710149779916
ger_n,drop,120,a n e m o n e,7,4,4,0.989371538162231,0.015415837056935
ger_n,drop,1562,k l a u s e l,7,4,4,0.955158531665802,0.066187866032124
ger_n,drop,24,a d r e s s e,7,4,4,0.991965651512146,0.011637722142041
ger_n,drop,3775,w e s t,4,1,1,0.575474977493286,0.797174632549286
ger_n,drop,1089,h a r f e,5,4,4,0.977905452251434,0.032232988625765
ger_n,drop,1415,k a p i t a l,7,1,1,0.899511635303497,0.152785941958427
ger_n,drop,2386,n u g a t,5,7,1,0.273528784513473,1.87023532390594
ger_n,drop,3011,s c h e l m,6,1,1,0.890043675899506,0.168051809072495
ger_n,drop,2096,m a t s c h,6,1,1,0.65444403886795,0.611658334732056
ger_n,drop,2509,p a s s i v,6,1,1,0.477850317955017,1.0653692483902
ger_n,drop,603,d u n g,4,8,1,0.155103012919426,2.68870139122009
ger_n,drop,3592,t r o t z,5,8,5,0.246917381882668,2.01789951324463
ger_n,drop,3444,t a n t e,5,4,4,0.978035569190979,0.032041054219008
ger_n,drop,3800,w i t w e,5,4,4,0.987093865871429,0.018740605562925
ger_n,drop,685,e s t r a g o n,8,8,1,0.181584477424622,2.46128702163696
ger_n,drop,317,b a s s i n,6,7,1,0.072254084050655,3.7907772064209
ger_n,drop,1746,k r e m p e l,7,8,1,0.022004075348377,5.50608491897583
ger_n,drop,3354,s t i p p v i s i t e,11,4,4,0.967794895172119,0.047227121889591
ger_n,drop,2244,m o r d,4,1,1,0.441773921251297,1.17861974239349
ger_n,drop,66,a l k a l i,6,11,8,0.011968856677413,6.38457012176514
ger_n,drop,1486,k a u t e r,6,1,1,0.763700306415558,0.388921558856964
ger_n,drop,1115,h e e r,4,1,1,0.959310710430145,0.059929762035608
ger_n,drop,3562,t r a p p i s t,8,2,1,0.122351311147213,3.03089880943298
ger_n,drop,1893,l e t t e r,6,4,1,0.012483899481595,6.32378768920898
ger_n,drop,2663,p n e u,4,7,7,0.677993834018707,0.560655891895294
ger_n,drop,844,f u t t e r,6,8,1,0.025447573512793,5.29632806777954
ger_n,drop,67,a l k a z a r,7,1,1,0.558570146560669,0.840189576148987
ger_n,drop,3381,s t r o b e l,7,1,1,0.823827683925629,0.279585301876068
ger_n,drop,50,a k t i o n,6,4,4,0.937354564666748,0.093332916498184
ger_n,drop,2756,r a b e,4,2,2,0.596028208732605,0.746547758579254
ger_n,drop,299,b a r b i e r,7,1,1,0.93839293718338,0.091736234724522
ger_n,drop,3183,s e x,3,8,7,0.046889077872038,4.41460418701172
ger_n,drop,1815,l a c h s,5,1,1,0.938102900981903,0.092182010412216
ger_n,drop,1259,i n d i g o,6,7,7,0.422889411449432,1.24164736270905
ger_n,drop,2977,s c h a l k,6,1,1,0.518746614456177,0.946898281574249
ger_n,drop,1685,k o n t o,5,9,7,0.0058050211519,7.42848300933838
ger_n,drop,1899,l e x e m,5,1,1,0.504380583763123,0.987415015697479
ger_n,drop,2160,m e t r o p o l e,9,4,4,0.944383025169373,0.082555800676346
ger_n,drop,3270,s p h i n x,6,0,4,0.014009101316333,6.15749216079712
ger_n,drop,1532,k i m o n o,6,7,7,0.978861927986145,0.030822729691863
ger_n,drop,1546,k i t s c h,6,8,1,0.265107184648514,1.91535258293152
ger_n,drop,1673,k o n g r e s s,8,1,1,0.662527680397034,0.59394758939743
ger_n,drop,2427,o p u s,4,10,3,0.145035654306412,2.78552031517029
ger_n,drop,2,a a r,3,1,1,0.810225248336792,0.303605109453201
ger_n,drop,431,b r a c h s e,7,4,4,0.988037467002869,0.017362680286169
ger_n,drop,294,b a n n e r,6,1,1,0.907176733016968,0.140544220805168
ger_n,drop,3555,t r a m,4,14,4,0.127649292349815,2.96974277496338
ger_n,drop,3141,s c h w a n,6,5,5,0.845294415950775,0.242474213242531
ger_n,drop,1848,l a t s c h e,7,4,4,0.982874631881714,0.024920973926783
ger_n,drop,1726,k r a e h e,6,4,4,0.9717897772789,0.041284091770649
ger_n,drop,988,g n o m,4,2,7,0.111552067101002,3.1642107963562
ger_n,drop,2562,p f a f f e,6,2,2,0.772428095340729,0.372527480125427
ger_n,drop,3341,s t e r l i n g,8,1,1,0.760418236255646,0.395134955644608
ger_n,drop,2834,r e l i n g,6,14,4,0.000278411636828,11.810492515564
ger_n,drop,1216,h u n d s f o t t,9,1,1,0.445286929607391,1.1671929359436
ger_n,drop,1270,i n h a l t,6,1,1,0.692172884941101,0.530795574188232
ger_n,drop,30,a g a v e,5,4,4,0.979236960411072,0.030270321294665
ger_n,drop,3782,w i d d e r,6,1,1,0.967512011528015,0.047648824751377
ger_n,drop,25,a d v a n t a g e,9,7,2,0.066133782267571,3.91846871376038
ger_n,drop,1320,j o u r n a l,7,1,8,0.321292996406555,1.6380387544632
ger_n,drop,954,g e w i r r,6,8,1,0.042949359863997,4.54121971130371
ger_n,drop,3646,u n f l a t,6,8,1,0.090735673904419,3.46218609809875
ger_n,drop,1324,j u g e n d,6,3,3,0.382010281085968,1.38831686973572
ger_n,drop,1162,h i r s e,5,3,4,0.037709858268499,4.72891473770142
ger_n,drop,1042,g u m m i,5,7,1,0.110411047935486,3.17904376983643
ger_n,drop,2437,o r n a m e n t,8,1,1,0.835057199001312,0.260052889585495
ger_n,drop,2752,r a b a t t,6,1,1,0.538541436195374,0.892870962619782
ger_n,drop,2403,o c h s e,5,2,2,0.52184522151947,0.938306391239166
ger_n,drop,1624,k o e c h e r,7,1,1,0.892844378948212,0.163519039750099
ger_n,drop,3222,s l u m,4,7,7,0.58409994840622,0.775712966918945
ger_n,drop,1469,k a s t e n,6,6,1,0.063369177281857,3.98007464408875
ger_n,drop,3774,w e s p e,5,4,4,0.991195797920227,0.012758361175656
ger_n,drop,2146,m e s o d e r m,8,1,1,0.695482969284058,0.523912787437439
ger_n,drop,1123,h e i m k u n f t,9,3,3,0.574999213218689,0.798368215560913
ger_n,drop,2190,m i r a b e l l e,9,4,4,0.988008499145508,0.017404643818736
ger_n,drop,377,b i r n e,5,4,4,0.9933061003685,0.009690190665424
ger_n,drop,1026,g r i p p e,6,4,4,0.975210785865784,0.036214042454958
ger_n,drop,606,d u s e l,5,8,1,0.088484570384026,3.49843049049377
ger_n,drop,2505,p a s s,4,5,1,0.170932397246361,2.54850220680237
ger_n,drop,853,g a l l o n e,7,4,4,0.973247170448303,0.039121925830841
ger_n,drop,228,a u e r o c h s e,9,2,4,0.295655488967896,1.75801110267639
ger_n,drop,1350,k a c h e l,6,4,4,0.977658271789551,0.032597590237856
ger_n,drop,2371,n o r m,4,4,4,0.95480889081955,0.066716194152832
ger_n,drop,877,g a u,3,1,5,0.335566788911819,1.57532799243927
ger_n,drop,2796,r a u p e,5,4,4,0.985046327114105,0.021736543625593
ger_n,drop,727,f e g e f e u e r,9,8,1,0.179123938083649,2.48097014427185
ger_n,drop,256,b a c h e,5,4,2,0.234579056501389,2.09185385704041
ger_n,drop,1972,l u n a,4,3,14,0.149389877915382,2.74284601211548
ger_n,drop,2746,q u e c k e,6,4,4,0.981595933437347,0.026799025014043
ger_n,drop,3852,z e h,3,11,1,0.02656732685864,5.23420333862305
ger_n,drop,784,f l e g e l,6,1,1,0.972281098365784,0.040554884821177
ger_n,drop,995,g o t e,4,4,4,0.96954882144928,0.044614363461733
ger_n,drop,2045,m a r a b u,6,7,7,0.410178482532501,1.28567624092102
ger_n,drop,1857,l a u g e,5,4,4,0.920041382312775,0.120229631662369
ger_n,drop,3367,s t r a h l,6,11,5,0.002656100550666,8.55647468566895
ger_n,drop,1087,h a r e m,5,7,7,0.892474412918091,0.16411754488945
ger_n,drop,3048,s c h l a u c h,8,5,5,0.712841629981995,0.488346785306931
ger_n,drop,2985,s c h a n k,6,5,1,0.094808965921402,3.39883255958557
ger_n,drop,754,f i e d e r,6,4,4,0.963723838329315,0.053308431059122
ger_n,drop,3828,x e n o n,5,8,8,0.425182640552521,1.23384511470795
ger_n,drop,328,b a z i l l e,7,4,4,0.982074022293091,0.0260966476053
ger_n,drop,3262,s p e i c h e,7,4,4,0.987787187099457,0.017727971076965
ger_n,drop,2238,m o o r,4,1,1,0.601799786090851,0.732644736766815
ger_n,drop,936,g e s c h l e c h t,10,15,1,0.088394783437252,3.49989461898804
ger_n,drop,3706,w a a g e,5,4,4,0.953334629535675,0.068945094943047
ger_n,drop,1581,k l i n g e,6,4,4,0.993800580501556,0.008971991017461
ger_n,drop,1906,l i e b,4,8,1,0.154304012656212,2.69615268707275
ger_n,drop,2946,s a m m e t,6,1,1,0.580637156963348,0.784291088581085
ger_n,drop,832,f u c h s,5,5,5,0.476799368858337,1.06854569911957
ger_n,drop,2475,p a p p e l,6,4,4,0.928649187088013,0.106794342398644
ger_n,drop,2426,o p t i k,5,4,3,0.359670966863632,1.47525036334991
ger_n,drop,332,b e c k e n,6,1,1,0.952309548854828,0.070497751235962
ger_n,drop,1152,h i e r a r c h i e,10,4,4,0.629773736000061,0.667094528675079
ger_n,drop,3097,s c h o p f,6,5,5,0.943342506885529,0.084146291017532
ger_n,drop,348,b e r g,4,1,1,0.948469638824463,0.076326586306095
ger_n,drop,147,a n t h r o p o g e n i e,13,4,3,0.290601164102554,1.78288769721985
ger_n,drop,3713,w a c k e,5,4,4,0.983827948570251,0.023521723225713
ger_n,drop,1392,k a m m e r,6,4,4,0.958860814571381,0.060606684535742
ger_n,drop,2970,s c h a f o t t,8,1,1,0.39910951256752,1.32514345645905
ger_n,drop,634,e i n h a l t,7,8,1,0.249368473887444,2.00364899635315
ger_n,drop,2992,s c h a r r e n,8,1,1,0.941050410270691,0.087656117975712
ger_n,drop,2382,n u,2,3,7,0.030411222949624,5.03925275802612
ger_n,drop,2068,m a r o n e,6,4,4,0.974174499511719,0.037748128175736
ger_n,drop,854,g a l o p p,6,7,1,0.310486763715744,1.68739640712738
ger_n,drop,3536,t o p i n a m b u r,10,7,8,0.020748218521476,5.59086847305298
ger_n,drop,1993,m a c k e r,6,1,1,0.870982170104981,0.199284553527832
ger_n,drop,2962,s c h a b e r n a c k,11,1,1,0.64232075214386,0.638634502887726
ger_n,drop,721,f a s s,4,12,1,0.14537587761879,2.78214025497437
ger_n,drop,21,a d e r,4,4,4,0.936450481414795,0.094725288450718
ger_n,drop,425,b o u r g e o i s i e,11,4,3,0.20554992556572,2.2824387550354
ger_n,drop,3614,t u m b a,5,10,10,0.642479419708252,0.63827782869339
ger_n,drop,3094,s c h n u r r e,8,4,4,0.847038626670837,0.239500284194946
ger_n,drop,591,d r e c k,5,8,1,0.191631063818932,2.38359689712524
ger_n,drop,1724,k r a g e,5,4,2,0.290285259485245,1.78445649147034
ger_n,drop,1681,k o n t e r f e i,9,1,1,0.712918937206268,0.488189935684204
ger_n,drop,3792,w i n t e r,6,1,1,0.938477873802185,0.09160552918911
ger_n,drop,3793,w i p f e l,6,1,1,0.964537084102631,0.052091479301453
ger_n,drop,2422,o p e r,4,4,4,0.861146569252014,0.215668991208076
ger_n,drop,1963,l u f t i k u s,8,0,3,0.168165549635887,2.57204580307007
ger_n,drop,2540,p e i t s c h e,8,4,4,0.989643096923828,0.015019589103758
ger_n,drop,2674,p o m p,4,8,1,0.255841970443726,1.96667528152466
ger_n,drop,1660,k o m m e r z,7,8,8,0.495245903730392,1.01378262042999
ger_n,drop,738,f e m e,4,4,4,0.9918612241745,0.011789754964411
ger_n,drop,822,f r e u d e,6,4,4,0.922053337097168,0.117078222334385
ger_n,drop,3400,s t u l p e,6,4,4,0.982455313205719,0.025536671280861
ger_n,drop,1446,k a r r i e r e,8,4,4,0.9326331615448,0.100618101656437
ger_n,drop,2832,r e k l a m e,7,4,4,0.967491745948792,0.047679092735052
ger_n,drop,2462,p a m p a,5,14,14,0.591356039047241,0.75790137052536
ger_n,drop,3895,z u c k e r,6,1,1,0.862642288208008,0.213165611028671
ger_n,drop,1613,k n o l l e,6,4,4,0.986104905605316,0.020186634734273
ger_n,drop,3777,w e t t e r,6,8,1,0.056720830500126,4.13997745513916
ger_n,drop,1099,h a s a r d,6,8,1,0.094484336674213,3.40378093719482
ger_n,drop,313,b a s a l t,6,1,1,0.89096873998642,0.166553497314453
ger_n,drop,145,a n t e n n e,7,4,4,0.985241234302521,0.02145105227828
ger_n,drop,1316,j o k e r,5,1,1,0.812470316886902,0.299613028764725
ger_n,drop,1360,k a f t a n,6,1,1,0.623828828334808,0.680777847766876
ger_n,drop,2529,p a t s c h,6,1,1,0.777424275875092,0.363225966691971
ger_n,drop,1395,k a n a i l l e,8,4,4,0.975565731525421,0.035689152777195
ger_n,drop,3172,s e n f,4,1,1,0.926868319511414,0.109563954174519
ger_n,drop,732,f e i n d,5,1,1,0.832436382770538,0.264587730169296
ger_n,drop,982,g l u c k e,6,4,4,0.988414645195007,0.016811648383737
ger_n,drop,3868,z i e l,4,1,1,0.866242825984955,0.207156538963318
ger_n,drop,2150,m e s t i z e,7,2,4,0.208864375948906,2.25936150550842
ger_n,drop,3877,z i n k e,5,4,4,0.988803446292877,0.016244105994701
ger_n,drop,144,a n t e,4,4,4,0.534664273262024,0.903294861316681
ger_n,drop,1070,h a l m,4,1,5,0.144948408007622,2.78638863563538
ger_n,drop,3527,t o l l e,5,4,4,0.970126688480377,0.043755136430264
ger_n,drop,733,f e l d,4,15,1,0.24636860191822,2.02110981941223
ger_n,drop,3787,w i e s e l,6,1,1,0.974834740161896,0.036770578473806
ger_n,drop,1671,k o n f l i k t,8,1,1,0.936925172805786,0.093994021415711
ger_n,drop,1640,k o l a,4,3,10,0.201025769114494,2.31454753875732
ger_n,drop,2197,m i s t e l,6,4,4,0.982163429260254,0.025965252891183
ger_n,drop,1575,k l e t z e,6,4,4,0.989411294460297,0.015358050353825
ger_n,drop,1085,h a n t e l,6,4,4,0.976043403148651,0.034982647746801
ger_n,drop,261,b a e d e k e r,8,1,1,0.959076344966888,0.060282669961453
ger_n,drop,926,g e o g r a p h i e,10,3,4,0.337868303060532,1.56546723842621
ger_n,drop,3157,s e g e l,5,1,1,0.977427244186401,0.032938804477453
ger_n,drop,526,d a h l i e,6,4,4,0.927255690097809,0.108960635960102
ger_n,drop,1653,k o m a,4,7,14,0.034516841173172,4.8565559387207
ger_n,drop,2433,o r g i e,5,4,4,0.802966833114624,0.316587716341019
ger_n,drop,756,f i l t e r,6,1,1,0.922578930854797,0.116255454719067
ger_n,drop,1371,k a l b,4,12,1,0.289112210273743,1.79029810428619
ger_n,drop,2169,m i k r o f o n,8,1,7,0.354270100593567,1.49707794189453
ger_n,drop,1507,k e l l n e r,7,1,1,0.900153875350952,0.151756107807159
ger_n,drop,1684,k o n t i n g e n t,10,1,1,0.926489353179931,0.110153511166573
ger_n,drop,1118,h e g e r,5,1,1,0.890908598899841,0.166650503873825
ger_n,drop,3771,w e r t,4,1,1,0.771802961826324,0.373695582151413
ger_n,drop,93,a l v e o l a r,8,1,4,0.184275150299072,2.44006633758545
ger_n,drop,2483,p a r a n o i k e r,10,1,1,0.901145935058594,0.150167688727379
ger_n,drop,2778,r a p s,4,1,1,0.615652322769165,0.699812531471252
ger_n,drop,1784,k u m p a n,6,1,1,0.760544896125793,0.394894868135452
ger_n,drop,158,a o r i s t,6,1,1,0.674712955951691,0.567654192447662
ger_n,drop,2159,m e t r o n o m,8,1,7,0.190090194344521,2.39524364471436
ger_n,drop,1871,l e h e n,5,1,1,0.933024764060974,0.100012727081776
ger_n,drop,1086,h a p p e n,6,1,1,0.91466474533081,0.128684982657433
ger_n,drop,964,g i g a n t,6,2,1,0.34826248884201,1.52175271511078
ger_n,drop,2137,m e n s c h,6,2,1,0.00731354765594,7.09521293640137
ger_n,drop,1977,l u p e,4,4,4,0.97399491071701,0.0380136705935
ger_n,drop,1192,h o r n i s s e,8,4,4,0.991331815719604,0.012560237199068
ger_n,drop,3058,s c h l i e r e,8,4,4,0.976366937160492,0.034504536539316
ger_n,drop,2383,n u a n c e,6,4,4,0.965711891651154,0.050335194915533
ger_n,drop,1992,m a c k e,5,4,4,0.979204475879669,0.030317788943648
ger_n,drop,3857,z e i t,4,4,4,0.802198231220245,0.317969083786011
ger_n,drop,1104,h a u b e,5,4,4,0.983649492263794,0.023783825337887
ger_n,drop,2086,m a s t,4,4,5,0.001498195109889,9.38255882263184
ger_n,drop,2467,p a n n e,5,4,4,0.98351526260376,0.02398057281971
ger_n,drop,1221,h u r e,4,4,4,0.978690385818481,0.031075200065971
ger_n,drop,2043,m a p p e,5,4,4,0.980069518089294,0.02904374152422
ger_n,drop,908,g e l a t i n e,8,3,4,0.143687337636948,2.79899501800537
ger_n,drop,3726,w a l h a l l,7,3,1,0.029401205480099,5.0879807472229
ger_n,drop,1888,l e p r a,5,3,10,0.248566433787346,2.00829648971558
ger_n,drop,2489,p a r k,4,7,7,0.690707385540008,0.5338534116745
ger_n,drop,506,c a f e,4,7,7,0.874119341373444,0.194097548723221
ger_n,drop,180,a r g o t,5,7,7,0.571459412574768,0.807277262210846
ger_n,drop,225,a u d i t o r,7,11,11,0.531781852245331,0.911093533039093
ger_n,drop,2761,r a d a u,5,8,8,0.506663024425507,0.980901300907135
ger_n,drop,3625,t u r m,4,5,5,0.609857499599457,0.71345591545105
ger_n,drop,699,f a c h,4,12,1,0.078747779130936,3.66661715507507
ger_n,drop,400,b o d e n,5,6,1,0.071667112410069,3.80254507064819
ger_n,drop,2543,p e l z,4,1,1,0.912601470947266,0.131943017244339
ger_n,drop,1896,l e u k o p l a s t,10,1,1,0.786267697811127,0.346907585859299
ger_n,drop,3811,w o r t,4,1,1,0.647333204746246,0.627419531345367
ger_n,drop,3429,t a k t,4,1,5,0.299407839775085,1.7398157119751
ger_n,drop,3137,s c h w a d e n,8,1,1,0.910972774028778,0.134520009160042
ger_n,drop,3007,s c h e k e l,7,1,1,0.954683065414429,0.066906064748764
ger_n,drop,1990,m a a t,4,1,1,0.675450384616852,0.566078126430512
ger_n,drop,321,b a t z e n,6,1,1,0.912341117858887,0.132354408502579
ger_n,drop,2541,p e l i k a n,7,1,1,0.911287069320679,0.134022638201714
ger_n,drop,1246,i g e l,4,1,1,0.97708922624588,0.033437553793192
ger_n,drop,3331,s t e i n,5,1,1,0.957957744598389,0.06196603551507
ger_n,drop,3128,s c h u p p e n,8,1,1,0.801370739936829,0.31945812702179
ger_n,drop,1159,h i p p o d r o m,9,1,1,0.450625389814377,1.14999985694885
ger_n,drop,39,a h o r n,5,1,1,0.570221185684204,0.81040632724762
ger_n,drop,2686,p o s t e n,6,1,1,0.924908638000488,0.112616993486881
ger_n,drop,3437,t a m p e n,6,1,1,0.959168970584869,0.060143020004034
ger_n,drop,998,g o e t z e,6,2,2,0.658733308315277,0.602233707904816
ger_n,drop,549,d e m o k r a t i e,10,4,4,0.541878938674927,0.883957803249359
ger_n,drop,1305,j a u s e,5,4,4,0.918190658092499,0.123134076595306
ger_n,drop,1093,h a r m o n i e,8,4,3,0.359765201807022,1.47487223148346
ger_n,drop,750,f i b e l,5,4,4,0.988885879516602,0.016124404966831
ger_n,drop,3148,s c h w e l l e,8,4,4,0.988490700721741,0.016700891777873
ger_n,drop,3544,t o r t e,5,4,4,0.984507918357849,0.022525599226356
ger_n,drop,340,b e i g e,5,4,7,0.026519615203142,5.23679685592651
ger_n,drop,1110,h a v a r i e,7,4,4,0.80469673871994,0.313483089208603
ger_n,drop,2863,r i n d e,5,4,1,0.298316240310669,1.74508559703827
ger_n,drop,867,g a r d e r o b e,9,4,4,0.983817458152771,0.02353754453361
